ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Microbiota associations,No. of Cancer associations
1175,BDE-8,Bromodiphenyl ethers,"2,4'-Dibromodiphenyl ether",Single,,147217-71-8,15738106,,,,BrC1=CC=C(OC2=CC=CC=C2Br)C=C1,C12H8Br2O,InChI=1S/C12H8Br2O/c13-9-5-7-10(8-6-9)15-12-4-2-1-3-11(12)14/h1-8H,RJQLQJZMLISKRJ-UHFFFAOYSA-N,328.003,325.894191,1,3,0,0,0,0,0
1176,BDE-11,Bromodiphenyl ethers,"3,3'-Dibromodiphenyl ether",Single,,6903-63-5,13283773,,,,BrC1=CC=CC(OC2=CC(Br)=CC=C2)=C1,C12H8Br2O,InChI=1S/C12H8Br2O/c13-9-3-1-5-11(7-9)15-12-6-2-4-10(14)8-12/h1-8H,ALSVFJIXSNRBLE-UHFFFAOYSA-N,328.003,325.894191,1,3,0,0,0,0,0
1177,BDE-12/13,Bromodiphenyl ethers,,Combined,,,,,,,,,,,,,1,3,0,0,0,0,0
1173,BDE-3,Bromodiphenyl ethers,4-Bromodiphenyl ether,Single,,101-55-3,7565,77421,,,BrC1=CC=C(OC2=CC=CC=C2)C=C1,C12H9BrO,InChI=1S/C12H9BrO/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9H,JDUYPUMQALQRCN-UHFFFAOYSA-N,249.103,247.983677557,1,1,0,0,0,0,0
1085,PCB-139,Polychlorinated biphenyls,"2,2',3,4,4',6-Hexachlorobiphenyl",Single,,56030-56-9,63080,,,,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-2-6(7(14)3-5)10-8(15)4-9(16)11(17)12(10)18/h1-4H,SPOPSCCFZQFGDL-UHFFFAOYSA-N,360.878,357.84441637,1,2,0,0,0,0,0
1694,cis-10-Nonadecenoic acid (19:1n9),Long-chain fatty acids,Nonadeca-10(Z)-enoic acid; 10-Nonadecenoic acid; 10-Nonadecenoate,Single,,73033-09-7,5312513,83051,FDB029599,HMDB0013622,CCCCCCCC\C=C/CCCCCCCCC(O)=O,C19H36O2,"InChI=1S/C19H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h9-10H,2-8,11-18H2,1H3,(H,20,21)/b10-9-",BBOWBNGUEWHNQZ-KTKRTIGZSA-N,296.4879,296.271530396,1,0,0,0,1,0,0
1698,4-Ethylphenyl sulfate,Phenylsulfates,,Single,,,20822574,82932,,,CCC1=CC=C(OS(O)(=O)=O)C=C1,C8H10O4S,"InChI=1S/C8H10O4S/c1-2-7-3-5-8(6-4-7)12-13(9,10)11/h3-6H,2H2,1H3,(H,9,10,11)",DWZGLEPNCRFCEP-UHFFFAOYSA-N,202.22,202.029979976,1,0,0,0,1,0,0
1699,alpha-Hydroxyisovaleric acid,Hydroxy fatty acids,alpha-Hydroxyisovalerate; 2-Hydroxyisovaleric acid; 2-Hydroxy-3-methylbutyric acid; DL-2-Hydroxy-3-methylbutyric acid,Single,,4026-18-0,99823,60645,FDB022023,HMDB0000407,CC(C)C(O)C(O)=O,C5H10O3,"InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)",NGEWQZIDQIYUNV-UHFFFAOYSA-N,118.1311,118.062994186,1,0,0,0,1,0,0
1706,beta-Hydroxyisovaleric acid,Hydroxy fatty acids,beta-Hydroxyisovalerate; 3-Hydroxyisovaleric acid; 3-Hydroxy-3-methylbutyric acid,Single,,625-08-1,69362,37084,FDB022225,HMDB0000754,CC(C)(O)CC(O)=O,C5H10O3,"InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)",AXFYFNCPONWUHW-UHFFFAOYSA-N,118.1311,118.062994186,1,0,0,0,1,0,0
1708,Epiandrosterone sulfate,Sulfated steroids,,Single,,,,83040,,,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](CC[C@]12C)OS(O)(=O)=O,C19H30O5S,"InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)/t12-,13-,14-,15-,16-,18-,19-/m0/s1",ZMITXKRGXGRMKS-LUJOEAJASA-N,370.5,370.18139524,1,0,0,0,1,0,0
1697,Ergothioneine,Histidine and derivatives,L-Ergothioneine,Single,A derivative of histidine.,497-30-3,5351619,4828,FDB004217,HMDB0003045,C[N+](C)(C)[C@@H](CC1=CNC(=S)N1)C([O-])=O,C9H15N3O2S,"InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/t7-/m0/s1",SSISHJJTAXXQAX-ZETCQYMHSA-N,229.299,229.088497429,1,0,0,0,1,0,0
1713,Hydroxysphingomyeline C14:1,Phosphosphingolipids,,Combined,Undefined chemical structure.,,,,,,,,,,,,1,0,0,0,1,0,0
1709,lysoPhosphatidylcholine acyl C17:0,Lysophosphatidylcholines,Heptadecanoylglycerophosphocholine; lysoPhosphatidylcholine(17:0); lysoPC(17:0),Combined,Undefined chemical structure.,,,72737,,,,,,,,,1,0,0,0,1,0,0
1710,lysoPhosphatidylcholine acyl C28:1,Lysophosphatidylcholines,Octacosaenoylglycerophosphocholine; lysoPhosphatidylcholine(28:1); lysoPC(28:1),Combined,Undefined chemical structure.,,,85562,,,,,,,,,1,0,0,0,1,0,0
1714,Octenoylcarnitine,Acyl carnitines,(E)-2-Octenoyl-L-carnitine; trans-2-Octenoylcarnitine; O-Octenoylcarnitine,Single,,,70679121,71012,FDB029384,HMDB0013324,CCCCC\C=C\C(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C,C15H27NO4,"InChI=1S/C15H27NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h9-10,13H,5-8,11-12H2,1-4H3/b10-9+/t13-/m0/s1",LOSHAHDSFZXVCT-LXKVQUBZSA-N,285.384,285.194008353,1,0,0,0,1,0,0
1716,Phosphatidylcholine diacyl C32:1,Phosphatidylcholines,Phosphatidylcholine(32:1); PC(32:1),Combined,Undefined chemical structure.,,,66849,,,,,,,,,1,0,0,0,1,0,0
1715,Phosphatidylcholine diacyl C36:5,Phosphatidylcholines,Phosphatidylcholine(36:5); PC(36:5),Combined,Undefined chemical structure.,,,64504,,,,,,,,,1,0,0,0,1,0,0
1712,Phosphatidylcholine diacyl C38:6,Phosphatidylcholines,Phosphatidylcholine(38:6); PC(38:6),Combined,Undefined chemical structure.,,,64519,,,,,,,,,1,0,0,0,1,0,0
1711,Phosphatidylcholine diacyl C40:6,Phosphatidylcholines,Phosphatidylcholine(40:6); PC(40:6),Combined,Undefined chemical structure.,,,64431,,,,,,,,,1,0,0,0,1,0,0
1705,Piperine,Alkaloids and derivatives,"1-Piperoylpiperidine; (E,E)-1-Piperoylpiperidine",Single,,94-62-2,638024,28821,FDB000449,HMDB0029377,O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1,C17H19NO3,"InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+",MXXWOMGUGJBKIW-YPCIICBESA-N,285.3377,285.136493479,1,0,0,0,1,0,0
2315,D-Ribulose-5-phosphate,Pentose phosphates,Ribulose-5-phosphate,Single,,4151-19-3,439184,17363,FDB022145,HMDB0000618,OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O,C5H11O8P,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5+/m1/s1",FNZLKVNUWIIPSJ-UHNVWZDZSA-N,230.1098,230.01915384,2,3,0,0,0,1,0
900,4'-OH-PhIP,Phenylpyridines,"2-Amino-1-methyl-6-(4'-hydroxy)phenylimidazo[4,5-b]pyridine",Single,,126861-72-1,15897928,,,,CN1C(N)=NC2=C1C=C(C=N2)C1=CC=C(O)C=C1,C13H12N4O,"InChI=1S/C13H12N4O/c1-17-11-6-9(7-15-12(11)16-13(17)14)8-2-4-10(18)5-3-8/h2-7,18H,1H3,(H2,14,15,16)",UGJXOCBVCWTJFP-UHFFFAOYSA-N,240.2606,240.101111026,1,1,0,0,0,0,0
901,5-OH-PhIP,Phenylpyridines,"2-Amino-1-methyl-6-(5-hydroxy)phenylimidazo[4,5-b]pyridine; 2-Amino-1-methyl-6-phenyl-4H-imidazo[4,5-b]pyridin-5-one",Single,"Represented as the 2-amino-1-methyl-6-phenyl-4H-imidazo[4,5-b]pyridin-5-one tautomer.",159471-46-2,71749254,,,,CN1C(N)=NC2=C1C=C(C(=O)N2)C1=CC=CC=C1,C13H12N4O,"InChI=1S/C13H12N4O/c1-17-10-7-9(8-5-3-2-4-6-8)12(18)15-11(10)16-13(17)14/h2-7H,1H3,(H3,14,15,16,18)",VFOYOLOUKGRSJB-UHFFFAOYSA-N,240.266,240.101111022,1,1,0,0,0,0,0
902,Norharman,Beta carbolines,"9H-Pyrido[3,4-b]indole; beta-Carboline",Single,,244-63-3,64961,109895,FDB007945,HMDB0012897,N1C2=CC=CC=C2C2=C1C=NC=C2,C11H8N2,"InChI=1S/C11H8N2/c1-2-4-10-8(3-1)9-5-6-12-7-11(9)13-10/h1-7,13H",AIFRHYZBTHREPW-UHFFFAOYSA-N,168.1946,168.068748266,1,1,0,0,0,0,0
906,PhIP metabolites,Phenylpyridines,2-Amino-1-methyl-6-phenylimidazo[4-5-b]pyridine metabolites,Combined,PhIP (2-Amino-1-methyl-6-phenylimidazo[4-5-b]pyridine) and its metabolites.,,,,,,,,,,,,1,1,0,0,0,0,0
2413,Syringol sulfate,Phenylsulfates,"2,6-Dimethoxyphenol sulfate",Single,,,,,,,COC1=CC=CC(OC)=C1OS(O)(=O)=O,C8H10O6S,"InChI=1S/C8H10O6S/c1-12-6-4-3-5-7(13-2)8(6)14-15(9,10)11/h3-5H,1-2H3,(H,9,10,11)",UDIAPBFEZFMUCP-UHFFFAOYSA-N,234.22,234.019809216,1,0,0,0,1,0,0
2414,4-Methylsyringol sulfate,Phenylsulfates,"4-Methyl-2,6-dimethoxyphenol sulfate",Single,,,,,,,COC1=CC(C)=CC(OC)=C1OS(O)(=O)=O,C9H12O6S,"InChI=1S/C9H12O6S/c1-6-4-7(13-2)9(8(5-6)14-3)15-16(10,11)12/h4-5H,1-3H3,(H,10,11,12)",ZLHSKEMXHKULFW-UHFFFAOYSA-N,248.25,248.03545928,1,0,0,0,1,0,0
2415,4-Ethylsyringol sulfate,Phenylsulfates,"4-Ethyl-2,6-dimethoxyphenol sulfate",Single,,,,,,,CCC1=CC(OC)=C(OS(O)(=O)=O)C(OC)=C1,C10H14O6S,"InChI=1S/C10H14O6S/c1-4-7-5-8(14-2)10(9(6-7)15-3)16-17(11,12)13/h5-6H,4H2,1-3H3,(H,11,12,13)",FDOKOJYBVQMPTN-UHFFFAOYSA-N,262.28,262.051109345,1,0,0,0,1,0,0
2416,4-Allylsyringol sulfate,Phenylsulfates,"4-Allyl-2,6-dimethoxyphenol sulfate",Single,,,,,,,COC1=CC(CC=C)=CC(OC)=C1OS(O)(=O)=O,C11H14O6S,"InChI=1S/C11H14O6S/c1-4-5-8-6-9(15-2)11(10(7-8)16-3)17-18(12,13)14/h4,6-7H,1,5H2,2-3H3,(H,12,13,14)",KAGQUDYHPFBSKT-UHFFFAOYSA-N,274.29,274.051109345,1,0,0,0,1,0,0
961,PCB-8,Polychlorinated biphenyls,"2,4'-Dichlorobiphenyl",Single,,34883-43-7,36982,34232,,,ClC1=CC=C(C=C1)C1=CC=CC=C1Cl,C12H8Cl2,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,UFNIBRDIUNVOMX-UHFFFAOYSA-N,223.098,222.00030567,1,2,0,0,0,0,0
1339,Aroclor 1260,Polychlorinated biphenyls,,Combined,Aroclor is a commercial PCB mixture produced from approximately 1930 to 1979. It is one of the most commonly known trade names for PCB mixtures. See: http://www.epa.gov/epawaste/hazard/tsd/pcbs/pubs/aroclor.htm.,,,,,,,,,,,,1,2,0,0,0,0,0
1315,4'-OH-PCB-120,Polychlorinated biphenyls,"4'-Hydroxy-2,3',4,5,5'-pentachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H5Cl5O,"InChI=1S/C12H5Cl5O/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4,18H",QUUXIRZLTXYDLY-UHFFFAOYSA-N,342.42,339.8783033,1,2,0,0,0,0,0
1320,3'-OH-PCB-187,Polychlorinated biphenyls,"3'-Hydroxy-2,2',3,4',5,5',6-heptachlorobiphenyl",Single,,,,,,,OC1=C(Cl)C(=CC(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H3Cl7O,"InChI=1S/C12H3Cl7O/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2,20H",LVMRXGAZIJPYGE-UHFFFAOYSA-N,411.31,407.8003586,1,2,0,0,0,0,0
989,PCB-36,Polychlorinated biphenyls,"3,3',5-Trichlorobiphenyl",Single,,38444-87-0,38037,,,,ClC1=CC=CC(=C1)C1=CC(Cl)=CC(Cl)=C1,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-3-1-2-8(4-10)9-5-11(14)7-12(15)6-9/h1-7H,RIBGNAJQTOXRDK-UHFFFAOYSA-N,257.543,255.961333345,1,1,0,0,0,0,0
991,PCB-38,Polychlorinated biphenyls,"3,4,5-Trichlorobiphenyl",Single,,53555-66-1,63099,,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC=CC=C1,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-6-9(7-11(14)12(10)15)8-4-2-1-3-5-8/h1-7H,BSFZSQRJGZHMMV-UHFFFAOYSA-N,257.543,255.961333345,1,1,0,0,0,0,0
995,PCB-42,Polychlorinated biphenyls,"2,2',3,4'-Tetrachlorobiphenyl",Single,,36559-22-5,63103,,,,ClC1=CC=C(C(Cl)=C1)C1=CC=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(15)6-7)9-2-1-3-10(14)12(9)16/h1-6H,ALFHIHDQSYXSGP-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0,0
996,PCB-43,Polychlorinated biphenyls,"2,2',3,5-Tetrachlorobiphenyl",Single,,70362-46-8,613387,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=CC=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-5-9(12(16)11(15)6-7)8-3-1-2-4-10(8)14/h1-6H,NRBNBYFPJCCKTO-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0,0
1008,PCB-55,Polychlorinated biphenyls,"2,3,3',4-Tetrachlorobiphenyl",Single,,74338-24-2,63102,,,,ClC1=CC=CC(=C1)C1=CC=C(Cl)C(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(6-8)9-4-5-10(14)12(16)11(9)15/h1-6H,ZKGSEEWIVLAUNH-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0,0
1011,PCB-58,Polychlorinated biphenyls,"2,3,3',5'-Tetrachlorobiphenyl",Single,,41464-49-7,63109,,,,ClC1=CC(=CC(Cl)=C1)C1=CC=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-4-7(5-9(14)6-8)10-2-1-3-11(15)12(10)16/h1-6H,IOPBNBSKOPJKEG-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0,0
1021,PCB-68,Polychlorinated biphenyls,"2,3',4,5'-Tetrachlorobiphenyl",Single,,73575-52-7,51821,,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-1-2-11(12(16)6-8)7-3-9(14)5-10(15)4-7/h1-6H,KTTXLLZIBIDUCR-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0,0
1025,PCB-72,Polychlorinated biphenyls,"2,3',5,5'-Tetrachlorobiphenyl",Single,,41464-42-0,38878,,,,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-1-2-12(16)11(6-8)7-3-9(14)5-10(15)4-7/h1-6H,WBTMFEPLVQOWFI-UHFFFAOYSA-N,291.988,289.92236102,1,1,0,0,0,0,0
1034,PCB-83,Polychlorinated biphenyls,"2,2',3,3',5-Pentachlorobiphenyl",Single,,60145-20-2,63093,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-4-8(12(17)10(15)5-6)7-2-1-3-9(14)11(7)16/h1-5H,SUBRHHYLRGOTHL-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0,0
1380,PCB-84/92,Polychlorinated biphenyls,,Combined,,,,,,,,,,,,,1,1,0,0,0,0,0
1381,PCB-86/97/117,Polychlorinated biphenyls,,Combined,,,,,,,,,,,,,1,1,0,0,0,0,0
1382,PCB-87/115,Polychlorinated biphenyls,,Combined,,,,,,,,,,,,,1,1,0,0,0,0,0
1040,PCB-89,Polychlorinated biphenyls,"2,2',3,4,6'-Pentachlorobiphenyl",Single,,73575-57-2,51822,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=CC=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-2-1-3-8(14)10(7)6-4-5-9(15)12(17)11(6)16/h1-5H,GLOOIONSKMZYQZ-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0,0
1042,PCB-91,Polychlorinated biphenyls,"2,2',3,4',6-Pentachlorobiphenyl",Single,,68194-05-8,50099,,,,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(16)5-6)11-8(14)3-4-9(15)12(11)17/h1-5H,CXKIGWXPPVZSQK-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0,0
1383,PCB-93/95/98/102,Polychlorinated biphenyls,,Combined,,,,,,,,,,,,,1,1,0,0,0,0,0
1059,PCB-109,Polychlorinated biphenyls,"2,3,3',4,6-Pentachlorobiphenyl",Single,,74472-35-8,93440,,,,ClC1=CC=CC(=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-1-2-6(4-7)10-8(14)5-9(15)11(16)12(10)17/h1-5H,XGQBSVVYMVILEL-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0,0
1384,PCB-110/120,Polychlorinated biphenyls,,Combined,,,,,,,,,,,,,1,1,0,0,0,0,0
1063,PCB-113,Polychlorinated biphenyls,"2,3,3',5',6-Pentachlorobiphenyl",Single,,68194-10-5,63087,,,,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-6(4-8(14)5-7)11-9(15)1-2-10(16)12(11)17/h1-5H,YDGFMDPEJCJZEV-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0,0
1067,PCB-119,Polychlorinated biphenyls,"2,3',4,4',6-Pentachlorobiphenyl",Single,,56558-17-9,63083,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,OAEQTHQGPZKTQP-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0,0
1069,PCB-121,Polychlorinated biphenyls,"2,3',4,5',6-Pentachlorobiphenyl",Single,,56558-18-0,63092,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)12-10(16)4-9(15)5-11(12)17/h1-5H,XBVSGJGMWSKAKL-UHFFFAOYSA-N,326.433,323.883388695,1,1,0,0,0,0,0
1082,PCB-136,Polychlorinated biphenyls,"2,2',3,3',6,6'-Hexachlorobiphenyl",Single,,38411-22-2,38024,34199,,,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,FZFUUSROAHKTTF-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0,0
1100,PCB-154,Polychlorinated biphenyls,"2,2',4,4',5,6'-Hexachlorobiphenyl",Single,,60145-22-4,63082,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-10(17)12(11(18)2-5)6-3-8(15)9(16)4-7(6)14/h1-4H,QXZHEJWDLVUFFB-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0,0
1101,PCB-155,Polychlorinated biphenyls,"2,2',4,4',6,6'-Hexachlorobiphenyl",Single,,33979-03-2,36647,34203,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-7(15)11(8(16)2-5)12-9(17)3-6(14)4-10(12)18/h1-4H,ICOAEPDGFWLUTI-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0,0
1103,PCB-159,Polychlorinated biphenyls,"2,3,3',4,5,5'-Hexachlorobiphenyl",Single,,39635-35-3,91631,,,,ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)8-4-9(15)11(17)12(18)10(8)16/h1-4H,YZKLGRAIIIGOHB-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0,0
1106,PCB-162,Polychlorinated biphenyls,"2,3,3',4',5,5'-Hexachlorobiphenyl",Single,,39635-34-2,63074,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-3-7(11(17)10(16)4-6)5-1-8(14)12(18)9(15)2-5/h1-4H,AHZUOPSGLWYCNF-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0,0
1110,PCB-166,Polychlorinated biphenyls,"2,3,4,4',5,6-Hexachlorobiphenyl",Single,,41411-63-6,63077,,,,ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-3-1-5(2-4-6)7-8(14)10(16)12(18)11(17)9(7)15/h1-4H,BTOCFTAWZMMTNB-UHFFFAOYSA-N,360.878,357.84441637,1,1,0,0,0,0,0
1117,PCB-175,Polychlorinated biphenyls,"2,2',3,3',4,5',6-Heptachlorobiphenyl",Single,,40186-70-7,91633,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)7(15)2-4)9-6(14)3-8(16)11(18)12(9)19/h1-3H,KJBDZJFSYQUNJT-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0,0
1126,PCB-184,Polychlorinated biphenyls,"2,2',3,4,4',6,6'-Heptachlorobiphenyl",Single,,74472-48-3,92392,,,,ClC1=CC(Cl)=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-5(14)9(6(15)2-4)10-7(16)3-8(17)11(18)12(10)19/h1-3H,OBIUJJSQKPGKME-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0,0
1127,PCB-185,Polychlorinated biphenyls,"2,2',3,4,5,5',6-Heptachlorobiphenyl",Single,,52712-05-7,40500,,,,ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-2-6(14)5(3-4)7-8(15)10(17)12(19)11(18)9(7)16/h1-3H,PYZHTHZEHQHHEN-UHFFFAOYSA-N,395.323,391.805444045,1,1,0,0,0,0,0
1138,PCB-197,Polychlorinated biphenyls,"2,2',3,3',4,4',6,6'-Octachlorobiphenyl",Single,,33091-17-7,36327,,,,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-3-1-5(15)9(17)11(19)7(3)8-4(14)2-6(16)10(18)12(8)20/h1-2H,YPDBBDKYNWRFMF-UHFFFAOYSA-N,429.768,425.76647172,1,1,0,0,0,0,0
1207,BDE-166,Bromodiphenyl ethers,"2,3,4,4',5,6-Hexabromodiphenyl ether",Single,,189084-58-0,21604829,,,,BrC1=CC=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C=C1,C12H4Br6O,InChI=1S/C12H4Br6O/c13-5-1-3-6(4-2-5)19-12-10(17)8(15)7(14)9(16)11(12)18/h1-4H,KVYODBMKQYVNEK-UHFFFAOYSA-N,643.587,637.536243,1,1,0,0,0,0,0
2299,Propylamine,Monoalkylamines,1-Propylamine; Propanamine; 1-Aminopropane,Single,,107-10-8,7852,39870,FDB012241,HMDB0034006,CCCN,C3H9N,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",WGYKZJWCGVVSQN-UHFFFAOYSA-N,59.1103,59.073499293,3,1,0,0,0,18,0
2298,2-Methylbutylamine,Monoalkylamines,,Single,,96-15-1,7283,,FDB009820,HMDB0032392,CCC(C)CN,C5H13N,"InChI=1S/C5H13N/c1-3-5(2)4-6/h5H,3-4,6H2,1-2H3",VJROPLWGFCORRM-UHFFFAOYSA-N,87.1634,87.104799421,3,1,0,0,0,13,0
2068,Pyrrolidine,Pyrrolidines,1-Azacyclopentane; Azacyclopentane; Azolidine; Butylenimine; Perhydropyrrole; Prolamine; Tetrahydropyrrole; Tetramethylenimine,Single,,123-75-1,31268,33135,FDB007401,HMDB0031641,C1CCNC1,C4H9N,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",RWRDLPDLKQPQOW-UHFFFAOYSA-N,71.121,71.073499293,3,1,0,0,0,14,0
2070,Piperidine,Piperidines,Hexahydropyridine; Pentamethylenimine; Cyclopentimine,Single,,110-89-4,8082,18049,FDB012644,HMDB0034301,C1CCNCC1,C5H11N,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",NQRYJNQNLNOLGT-UHFFFAOYSA-N,85.1475,85.089149357,5,1,0,0,0,12,0
