ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Microbiota associations,No. of Experimental evidences,Reduced by antibiotics (No. of Publications),Reduced in germ-free animals (No. of Publications),Produced by human faecal bacteria (No. of Publications)
1918,3-Aminoisobutyric acid,Beta amino acids and derivatives,3-Aminoisobutyrate; 3-Aminoisobutanoic acid; 3-Amino-2-methylpropanoate,Single,Microbial metabolite identified in gut (table 1 from Donia 2015).,144-90-1,64956,27389,FDB023248,HMDB0003911,CC(CN)C(O)=O,C4H9NO2,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QCHPKSFMDHPSNR-UHFFFAOYSA-N,103.1198,103.063328537,1,1,0,1,0
1919,2-Methylbutyric acid (5:0),Methyl-branched fatty acids,2-Methylbutyrate; 2-Methylbutanoic acid; Methylethylacetic acid; Ethylmethylacetic acid; DL-2-Methylbutyric acid,Single,Microbial metabolite derived from SCFAs but also from amino acids. Many of the less-common SCFAs are also the products of reductive amino acid metabolism (Donia 2015).,116-53-0,8314,37070,FDB008135,HMDB0002176,CCC(C)C(O)=O,C5H10O2,"InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)",WLAMNBDJUVNPJU-UHFFFAOYSA-N,102.1317,102.068079564,4,2,1,0,3
1921,Isocaproic acid (6:0),Methyl-branched fatty acids,"Isohexanoic acid; 4-Methylpentanoic acid; 4-Methyl-N-valeric acid; 4-Methylvaleric acid; 4,4-Dimethylbutanoic acid; Isobutylacetic acid",Single,Microbial metabolite derived from SCFAs but also from amino acids. Many of the less-common SCFAs are also the products of reductive amino acid metabolism (Donia 2015).,646-07-1,12587,74903,FDB008206,HMDB0000689,CC(C)CCC(O)=O,C6H12O2,"InChI=1S/C6H12O2/c1-5(2)3-4-6(7)8/h5H,3-4H2,1-2H3,(H,7,8)",FGKJLKRYENPLQH-UHFFFAOYSA-N,116.1583,116.083729628,6,1,0,0,4
1930,3-Hydroxyphenylacetic acid,1-hydroxy-4-unsubstituted benzenoids,3-Hydroxyphenylacetate; m-Hydroxyphenylacetic acid; 3-Hydroxybenzeneacetic acid,Single,,621-37-4,12122,17445,FDB022047,HMDB0000440,OC(=O)CC1=CC(O)=CC=C1,C8H8O3,"InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",FVMDYYGIDFPZAX-UHFFFAOYSA-N,152.1473,152.047344122,21,3,5,1,7
1934,Diaminopimelic acid,L-alpha-amino acids,"DAP; Diaminopimelate; (2R*,6S*)-2,6-Diaminoheptanedioic acid; meso-2,6-Diaminopimelic acid",Single,"The meso-isomer of 2,6-diaminopimelic acid is a key constituent of bacterial peptidoglycan; it is often found in human urine due to the breakdown of the gut microbes (chebi). It is a lysine derivative.",922-54-3,99290,16488,FDB030951,HMDB0001370,[H][C@](N)(CCC[C@@]([H])(N)C(O)=O)C(O)=O,C7H14N2O4,"InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5+",GMKMEZVLHJARHF-SYDPRGILSA-N,190.1971,190.095356946,2,2,1,1,0
1935,Homoserine,L-alpha-amino acids,Isothreonine; L-Homoserine; 2-Amino-4-hydroxybutyric acid,Single,,672-15-1,12647,15699,FDB000521,HMDB0000719,N[C@@H](CCO)C(O)=O,C4H9NO3,"InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1",UKAUYVFTDYCKQA-VKHMYHEASA-N,119.1192,119.058243159,3,3,1,1,1
1937,Rhamnose,Hexoses,L-Rhamnose,Single,,3615-41-6,25310,62346,FDB001176,HMDB0000849,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,C6H12O5,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1",SHZGCJCMOBCMKK-JFNONXLTSA-N,164.1565,164.068473494,1,1,1,0,0
1939,Oxalic acid,Dicarboxylic acids and derivatives,Oxalate; Ethanedioate,Single,"Dietary oxalate is toxic to human (pmid:20602988). Oxalate can be eliminated through excretion in urine, forming insoluble calcium oxalate and elimination in feces, or degradation by gastrointestinal microorganisms (pmid:20602988).",144-62-7,971,16995,FDB031074,HMDB0002329,OC(=O)C(O)=O,C2H2O4,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)",MUBZPKHOEPUJKR-UHFFFAOYSA-N,90.0349,89.995308552,1,1,0,0,1
1943,Allantoin,Imidazoles,5-Ureidohydantoin; Glyoxyldiureide,Single,,97-59-6,204,15676,FDB001613,HMDB0000462,NC(=O)NC1NC(=O)NC1=O,C4H6N4O3,"InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)",POJWUDADGALRAB-UHFFFAOYSA-N,158.1154,158.043990078,1,1,1,0,0
1944,Cytosine,Pyrimidones,4-Amino-1H-pyrimidine-2-one,Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",71-30-7,597,16040,FDB022151,HMDB0000630,NC1=CC=NC(=O)N1,C4H5N3O,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,111.102,111.043261797,4,2,2,1,0
1948,"2,3-Dihydroxybenzoic acid",Salicylic acids,"2,3-Dihydroxybenzoate; 2,3-DHBA; 2-Pyrocatechuic acid; o-Pyrocatechuic acid; Hypogallic acid; 3-Hydroxysalicylic acid",Single,,303-38-8,19,18026,FDB012200,HMDB0000397,OC(=O)C1=C(O)C(O)=CC=C1,C7H6O4,"InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)",GLDQAMYCGOIJDV-UHFFFAOYSA-N,154.121,154.026608673,3,2,1,0,1
1950,Cinnamic acid,Cinnamic acids,Cinnamate; trans-Cinnamic acid; (E)-Cinnamate,Single,,140-10-3,444539,35697,FDB012052,HMDB0000930,OC(=O)\C=C\C1=CC=CC=C1,C9H8O2,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+",WBYWAXJHAXSJNI-VOTSOKGWSA-N,148.1586,148.0524295,1,1,0,0,1
1951,Indoleacrylic acid,Indoles,Indoleacrylate; 3-Indoleacrylate; Indole-3-acrylic acid; IA,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222). Produced by Peptostreptococcus species (pmid:28704649).",1204-06-4,5375048,90333,FDB000938,HMDB0000734,OC(=O)\C=C\C1=CNC2=C1C=CC=C2,C11H9NO2,"InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)/b6-5+",PLVPPLCLBIEYEA-AATRIKPKSA-N,187.198,187.063328534,3,1,0,0,2
1952,p-Aminobenzoic acid,Aminobenzoic acids,p-Aminobenzoate; PABA; 4-Aminobenzoate; gamma-Aminobenzoic acid; Aminobenzoic acid,Single,,150-13-0,978,30753,FDB001037,HMDB0001392,NC1=CC=C(C=C1)C(O)=O,C7H7NO2,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",ALYNCZNDIQEVRV-UHFFFAOYSA-N,137.136,137.047678473,1,1,0,1,0
1954,12-Ketochenodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanoic acid; 3,7-Dihydroxy-12-oxocholanoic acid; 12-Oxochenodeoxycholic acid; 12-Monoketocholic acid; 12-Dehydrocholic acid",Single,,2458-08-4,94235,16312,FDB022017,HMDB0000400,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)C(=O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,C24H38O5,"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-19,22,25-26H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,22+,23+,24-/m1/s1",MIHNUBCEFJLAGN-DMMBONCOSA-N,406.5555,406.271924326,2,1,0,0,2
1956,3-Dehydrocholic acid,"Dihydroxy bile acids, alcohols and derivatives","7alpha,12alpha-Dihydroxy-3-oxo-5beta-cholanoic acid; 7,12-Dihydroxy-3-oxocholanoic acid; 3-Oxocholate; 3-Ketocholic acid",Single,,2304-89-4,5283956,88108,FDB022080,HMDB0000502,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,C24H38O5,"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-14,16-20,22,26-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",OEKUSRBIIZNLHZ-DJDNIQJZSA-N,406.563,406.271924324,2,1,0,0,2
1957,"7,12-Diketolithocholic acid","Monohydroxy bile acids, alcohols and derivatives","3alpha-Hydroxy-7,12-dioxo-5beta-cholanoic acid; 3-Hydroxy-7,12-diketocholanoic acid",Single,,517-33-9,3080560,138389,,,,,,,,,1,1,0,0,1
1958,7-Ketolithocholic acid,"Monohydroxy bile acids, alcohols and derivatives",3-alpha-Hydroxy-7-oxo-5-beta-cholanoic acid; Nutriacholic acid; 7-Oxolithocholic acid,Single,A secondary bile acid commonly found in the feces of humans and other animals and formed from chenodeoxycholic acid through the action of intestinal bacteria (pmid:7084613).,4651-67-6,53477693,82679,FDB022059,HMDB0000467,[H][C@@]12CCC([C@@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-19,22,25H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17?,18-,19-,22-,23-,24+/m0/s1",DXOCDBGWDZAYRQ-QPVZPPSOSA-N,390.5561,390.277009704,10,2,1,0,6
1960,7-Ketodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanoic acid; 3alpha,12alpha-Dihydroxy-7-keto-5beta-cholanic acid; 7-Oxodeoxycholic acid",Single,Main degradation product from cholic acid by enterobacteria (pmid:5806939).,911-40-0,188292,16390,FDB022009,HMDB0000391,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C,C24H38O5,"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-18,20,22,25,27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,20+,22+,23+,24-/m1/s1",RHCPKKNRWFXMAT-RRWYKFPJSA-N,406.5555,406.271924326,6,1,0,0,5
1973,Phenylpyruvic acid,Phenylpyruvic acid derivatives,3-Phenylpyruvic acid; 2-Oxo-3-phenylpropanic acid; keto-Phenylpyruvic acid,Single,,156-06-9,997,30851,FDB008272,HMDB0000205,OC(=O)C(=O)CC1=CC=CC=C1,C9H8O3,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)",BTNMPGBKDVTSJY-UHFFFAOYSA-N,164.158,164.047344122,2,1,0,0,2
1974,2-Oxoglutaric acid,Gamma-keto acids and derivatives,Oxoglutaric acid; 2-Oxopentanedioic acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid; alpha-Ketoglutarate,Single,Intermediate in the Krebs cycle.,328-50-7,51,30915,FDB003361,HMDB0000208,OC(=O)CCC(=O)C(O)=O,C5H6O5,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",KPGXRSRHYNQIFN-UHFFFAOYSA-N,146.0981,146.021523302,3,2,1,1,0
1976,"3,4-Dihydroxyhydrocinnamic acid",Phenylpropanoic acids,"3,4-Dihydroxybenzenepropanoic acid; 3,4-Dihydroxyphenylpropionic acid; Dihydrocaffeic acid",Single,,1078-61-1,348154,48400,FDB008857,HMDB0000423,OC(=O)CCC1=CC(O)=C(O)C=C1,C9H10O4,"InChI=1S/C9H10O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1,3,5,10-11H,2,4H2,(H,12,13)",DZAUWHJDUNRCTF-UHFFFAOYSA-N,182.1733,182.057908808,28,3,1,1,14
1979,5beta-Coprostanol,Cholesterols and derivatives,"Coprosterol; (3-beta,5-beta)-Cholestan-3-ol; 3-beta-Cholestanol; 3-beta-Hydroxycholestane; 3beta-Hydroxy-5beta-cholestanol; Stercorin",Single,,360-68-9,221122,89519,FDB022125,HMDB0000577,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,C27H48O,"InChI=1S/C27H48O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h18-25,28H,6-17H2,1-5H3/t19-,20-,21+,22+,23-,24+,25+,26+,27-/m1/s1",QYIXCDOBOSTCEI-NWKZBHTNSA-N,388.6694,388.370516158,3,3,1,1,1
1983,Glutaric acid,Dicarboxylic acids and derivatives,"Pentanedioic acid; 1,3-Propanedicarboxylic acid; 1,5-Pentanedioic acid",Single,,110-94-1,743,17859,FDB001477,HMDB0000661,OC(=O)CCCC(O)=O,C5H8O4,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,132.1146,132.042258744,2,2,1,1,0
1985,2-Hydroxyphenylacetic acid,2(hydroxyphenyl)acetic acids,o-Hydroxyphenylacetic acid; 2-Hydroxybenzeneacetic acid,Single,,614-75-5,11970,28478,FDB012331,HMDB0000669,OC(=O)CC1=C(O)C=CC=C1,C8H8O3,"InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)",CCVYRRGZDBSHFU-UHFFFAOYSA-N,152.1473,152.047344122,3,2,0,1,1
1986,3-Hydroxypropionic acid,Beta hydroxy acids and derivatives,Hydracrylic acid; 3-Hydroxypropanoic acid; beta-Lactic acid,Single,,503-66-2,68152,33404,FDB030432,HMDB0000700,OCCC(O)=O,C3H6O3,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)",ALRHLSYJTWAHJZ-UHFFFAOYSA-N,90.0779,90.031694058,2,1,0,0,2
1987,4-Hydroxyphenylpyruvic acid,Phenylpyruvic acid derivatives,3-(4-Hydroxyphenyl)pyruvic acid; 3-(p-Hydroxyphenyl)-2-oxopropanoic acid,Single,An intermediate in the metabolism of the amino acid phenylalanine.,156-39-8,979,15999,FDB030506,HMDB0000707,OC(=O)C(=O)CC1=CC=C(O)C=C1,C9H8O4,"InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)",KKADPXVIOXHVKN-UHFFFAOYSA-N,180.1574,180.042258744,1,1,1,0,0
1988,N-Nonadecanoic acid,Long-chain fatty acids,Nonadecylic acid; Nonadecanoic acid,Single,,646-30-0,12591,39246,FDB004043,HMDB0000772,CCCCCCCCCCCCCCCCCCC(O)=O,C19H38O2,"InChI=1S/C19H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h2-18H2,1H3,(H,20,21)",ISYWECDDZWTKFF-UHFFFAOYSA-N,298.5038,298.28718046,1,1,0,0,1
1989,N-Propan-1-ol,Primary alcohols,1-Propanol; n-Propanol; n-Propyl alcohol; Ethyl carbinol; Propanol,Single,,71-23-8,1031,28831,FDB031044,HMDB0000820,CCCO,C3H8O,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N,60.095,60.057514878,1,1,0,0,1
2008,m-Cresol,Meta cresols,3-Cresol; Metacresol; 3-Methylphenol; 1-Hydroxy-3-methylbenzene; 1-Methyl-3-hydroxybenzene; 3-Hydroxytoluene,Single,,108-39-4,342,17231,FDB008788,HMDB0002048,CC1=CC(O)=CC=C1,C7H8O,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",RLSSMJSEOOYNOY-UHFFFAOYSA-N,108.1378,108.057514878,1,1,0,0,1
2024,Muramic acid,Sugar acids and derivatives,2-Amino-3-(O-(D-1-carboxyethyl)-2-deoxy-D-glucose; (R)-2-Amino-3-O-(1-carboxyethyl)-2-deoxy-D-glucose,Single,"Muramic acid is an amino sugar acid. It occurs naturally as N-acetylmuramic acid in peptidoglycan, whose primary function is a structural component of many typical bacterial cell walls.",484-57-1,441038,7027,FDB023131,HMDB0003254,C[C@@H](O[C@@H]1[C@@H](N)C(O)O[C@H](CO)[C@H]1O)C(O)=O,C9H17NO7,"InChI=1S/C9H17NO7/c1-3(8(13)14)16-7-5(10)9(15)17-4(2-11)6(7)12/h3-7,9,11-12,15H,2,10H2,1H3,(H,13,14)/t3-,4-,5-,6-,7-,9?/m1/s1",MSFSPUZXLOGKHJ-PGYHGBPZSA-N,251.235,251.100501891,1,1,1,0,0
2028,3-Hydroxypropanal,Alpha-hydrogen aldehydes,3-Hydroxypropionaldehyde; Reuterin,Single,,2134-29-4,75049,17871,FDB023176,HMDB0003453,OCCC=O,C3H6O2,"InChI=1S/C3H6O2/c4-2-1-3-5/h2,5H,1,3H2",AKXKFZDCRYJKTF-UHFFFAOYSA-N,74.0785,74.036779436,2,1,0,0,2
2029,D-Alanyl-D-alanine,Dipeptides,"D-Ala-D-Ala; D,D-Dialanine; (R)-2-((R)-2-Aminopropanamido)propanoic acid",Single,,923-16-0,5460362,16576,,HMDB0003459,C[C@@H](N)C(=O)N[C@H](C)C(O)=O,C6H12N2O3,"InChI=1S/C6H12N2O3/c1-3(7)5(9)8-4(2)6(10)11/h3-4H,7H2,1-2H3,(H,8,9)(H,10,11)/t3-,4-/m1/s1",DEFJQIDDEAULHB-QWWZWVQMSA-N,160.1711,160.08479226,1,1,0,1,0
2041,Dimethylsulfone,Sulfones,Dimethyl sulfone; Methyl sulfone; Sulfonylbismethane; Sulfonyldimethane; Methylsulfonylmethane; DMSO2,Single,,67-71-0,6213,9349,FDB006725,HMDB0004983,CS(C)(=O)=O,C2H6O2S,"InChI=1S/C2H6O2S/c1-5(2,3)4/h1-2H3",HHVIBTZHLRERCL-UHFFFAOYSA-N,94.133,94.008850126,1,1,0,1,0
2049,Indoleacetonitrile,3-alkylindoles,3-Indoleacetonitrile; Indole-3-acetonitrile; 1H-Indole-3-acetonitrile; 3-(Cyanomethyl)indole; Indolylacetonitrile,Single,,771-51-7,351795,17566,FDB001365,HMDB0006524,N#CCC1=CNC2=C1C=CC=C2,C10H8N2,"InChI=1S/C10H8N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5H2",DMCPFOBLJMLSNX-UHFFFAOYSA-N,156.1839,156.068748266,1,1,0,0,1
2056,2-Phenylpropanoic acid,Phenylpropanoic acids,2-Phenylpropionic acid; Hydratropic acid; alpha-Methylbenzeneacetic acid; alpha-Methylphenylacetic acid,Single,,492-37-5,10296,48526,FDB028418,HMDB0011743,CC(C(O)=O)C1=CC=CC=C1,C9H10O2,"InChI=1S/C9H10O2/c1-7(9(10)11)8-5-3-2-4-6-8/h2-7H,1H3,(H,10,11)",YPGCWEMNNLXISK-UHFFFAOYSA-N,150.1745,150.068079564,1,1,0,0,1
2067,"1,2,3-Propanetricarboxylic acid",Tricarboxylic acids and derivatives,Tricarballylic acid; Carballylic acid; beta-Carboxyglutaric acid; 3-Carboxypentanedioic acid; 3-Carboxyglutaric acid; beta-Carboxyglutaric acid,Single,,99-14-9,14925,45969,FDB003213,HMDB0031193,OC(=O)CC(CC(O)=O)C(O)=O,C6H8O6,"InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KQTIIICEAUMSDG-UHFFFAOYSA-N,176.1241,176.032087988,1,1,0,1,0
2068,Pyrrolidine,Pyrrolidines,1-Azacyclopentane; Azacyclopentane; Azolidine; Butylenimine; Perhydropyrrole; Prolamine; Tetrahydropyrrole; Tetramethylenimine,Single,,123-75-1,31268,33135,FDB007401,HMDB0031641,C1CCNC1,C4H9N,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",RWRDLPDLKQPQOW-UHFFFAOYSA-N,71.121,71.073499293,14,1,0,0,3
2070,Piperidine,Piperidines,Hexahydropyridine; Pentamethylenimine; Cyclopentimine,Single,,110-89-4,8082,18049,FDB012644,HMDB0034301,C1CCNCC1,C5H11N,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",NQRYJNQNLNOLGT-UHFFFAOYSA-N,85.1475,85.089149357,12,2,0,2,2
2075,L-Lactic acid,Alpha hydroxy acids and derivatives,Lactic acid; (S)-(+)-Lactic acid,Single,Major end-product of bacterial metabolism in the large bowel (Cummings 1997). L-Lactic acid is the most common of the two lactic acid isomers in living organisms.,79-33-4,107689,422,FDB003294,HMDB0000190,C[C@H](O)C(O)=O,C3H6O3,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/t2-/m0/s1",JVTAAEKCZFNVCJ-REOHCLBHSA-N,90.0779,90.031694058,15,2,2,0,5
2076,Norepinephrine,Catechols,(R)-Norepinephrine; (R)-Noradrenaline; (-)-alpha-(Aminomethyl)protocatechuyl alcohol; L-Norepinephrine,Single,Neurotransmitter. Produced by gut bacteria (pmid:29903615).,51-41-2,439260,18357,FDB000895,HMDB0000216,NC[C@H](O)C1=CC(O)=C(O)C=C1,C8H11NO3,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1",SFLSHLFXELFNJZ-QMMMGPOBSA-N,169.1778,169.073893223,1,1,0,1,0
2079,Adipic acid,Medium-chain fatty acids,"1,6-Hexanedioic acid; Hexanedioic acid; 1,4-Butanedicarboxylic acid",Single,,124-04-9,196,30832,FDB008309,HMDB0000448,OC(=O)CCCCC(O)=O,C6H10O4,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",WNLRTRBMVRJNCN-UHFFFAOYSA-N,146.1412,146.057908808,1,1,0,0,1
2082,L-Arabinose,Pentoses,L-Arabinopyranose,Single,,87-72-9,439195,17535,FDB012306,HMDB0000646,O[C@H]1COC(O)[C@H](O)[C@H]1O,C5H10O5,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5?/m0/s1",SRBFZHDQGSBBOR-HWQSCIPKSA-N,150.1299,150.05282343,1,1,1,0,0
2083,Indolelactic acid,Indolyl carboxylic acids and derivatives,Indole-3-lactic acid; alpha-Hydroxy-1H-indole-3-propanoic acid; 2-Hydroxy-3-(1H-indol-3-yl)propanoic acid; ILA,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222).",1821-52-9,92904,24813,FDB022174,HMDB0000671,OC(CC1=CNC2=C1C=CC=C2)C(O)=O,C11H11NO3,"InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)",XGILAAMKEQUXLS-UHFFFAOYSA-N,205.2099,205.073893223,16,2,0,1,5
2085,Protocatechuic acid,Hydroxybenzoic acid derivatives,"3,4-Dihydroxybenzoic acid; 4,5-Dihydroxybenzoic acid; 4-Carboxy-1,2-dihydroxybenzene",Single,,99-50-3,72,36062,FDB031135,HMDB0001856,OC(=O)C1=CC(O)=C(O)C=C1,C7H6O4,"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",YQUVCSBJEUQKSH-UHFFFAOYSA-N,154.121,154.026608673,24,2,1,0,5
2086,Urobilinogen,Bilirubins,I-Urobilinogen; Mesobilirubinogen,Single,Bilirubin reduction product formed by Clostridium perfringens isolated from human neonatal fecal flora (pmid:16504607). Formed from D-urobilinogen.,14684-37-8,26818,29026,FDB022727,HMDB0001898,CCC1=C(C)C(=O)NC1CC1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(CC3NC(=O)C(CC)=C3C)N2)N1,C33H44N4O6,"InChI=1S/C33H44N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h26-27,34-35H,7-15H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)",OBHRVMZSZIDDEK-UHFFFAOYSA-N,592.7257,592.32608516,4,3,2,1,1
2090,Indoleethanol,3-alkylindoles,Tryptophol; Indole-3-ethanol; 1H-Indole-3-ethanol; [Tryptophanol],Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222). Identified as a quorum sensing molecule in fungi (pmid:30120222).",526-55-6,10685,17890,FDB010973,HMDB0003447,OCCC1=CNC2=C1C=CC=C2,C10H11NO,"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",MBBOMCVGYCRMEA-UHFFFAOYSA-N,161.2004,161.084063979,2,2,1,0,1
2091,Indole-3-aldehyde,Indoles,3-Indole aldehyde; Indole-3-carboxaldehyde; Indole-3-carbaldehyde; 3-Formylindole; beta-Indolylaldehyde; 1H-Indole-3-carboxaldehyde; I3A; IAId,Single,"Metabolite of tryptophan, produced by bacteria (Fig 2, pmid:29902437). Gut microbiota metabolite of tryptophan (Fig 1, pmid:30120222).",487-89-8,10256,28238,FDB000934,HMDB0029737,O=CC1=CNC2=C1C=CC=C2,C9H7NO,"InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H",OLNJUISKUQQNIM-UHFFFAOYSA-N,145.158,145.052763851,2,2,0,1,1
