ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
1613,Threonic acid,Vitamin C (Ascorbic acid),L-Threonic acid; Threonate,Single,L-Threonic acid is a metabolite of ascorbic acid (vitamin C).,3909-12-4,5460407,15908,FDB022331,HMDB00943,OC[C@H](O)[C@@H](O)C(O)=O,C4H8O5,"InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/t2-,3+/m0/s1",JPIJQSOTBSSVTP-STHAYSLISA-N,136.1033,136.037173366,3,0,0,1,2,1
1614,scyllo-Inositol,Miscellaneous exposures,Scyllitol,Single,,488-59-5,,10642,FDB023828,HMDB06088,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C6H12O6,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3+,4+,5-,6-",CDAISMWEOUEBRE-CDRYSYESSA-N,180.1559,180.063388116,4,0,0,5,7,0
1615,Tryptophan betaine,Amino acids and derivatives,Lenticin; Hypaphorine; L-Hypaphorine; L-Tryptophan betaine,Single,,487-58-1,442106,5832,,HMDB61115,C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C12)C([O-])=O,C14H18N2O2,"InChI=1S/C14H18N2O2/c1-16(2,3)13(14(17)18)8-10-9-15-12-7-5-4-6-11(10)12/h4-7,9,13,15H,8H2,1-3H3/t13-/m0/s1",AOHCBEAZXHZMOR-ZDUSSCGKSA-N,246.3049,246.13682783,4,0,1,3,6,0
1616,7-Methylxanthine,Methylxanthines,Heteroxanthine,Single,,552-62-5,68374,48991,FDB001978,HMDB01991,CN1C=NC2=C1C(=O)NC(=O)N2,C6H6N4O2,"InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)",PFWLFWPASULGAN-UHFFFAOYSA-N,166.1374,166.049075456,3,0,0,0,2,1
1658,"Limonene 8,9-diol glucuronide",Miscellaneous exposures,,Combined,"Undefined chemical structure. Limonene 8,9-diol substituted with glucuronide at unknown position (2 possibilities).",,,,,,,,,,,,1,0,0,0,1,0
1659,"Nootkatone 13,14-diol glucuronide",Miscellaneous exposures,,Combined,"Undefined chemical structure. Nootkatone 13,14-diol substituted with glucuronide at unknown position (2 possibilities).",,,,,,,,,,,,1,0,0,0,1,0
1617,Hesperetin 3'-glucuronide,Flavanones,Hesperetin 3'-O-glucuronide,Single,,,46896123,,FDB029910,HMDB41743,COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1,C22H22O12,"InChI=1S/C22H22O12/c1-31-12-3-2-8(13-7-11(25)16-10(24)5-9(23)6-15(16)32-13)4-14(12)33-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-6,13,17-20,22-24,26-28H,7H2,1H3,(H,29,30)/t13?,17-,18-,19+,20-,22+/m0/s1",PJAUEKWZQWLQSU-WDXLFLMVSA-N,478.4029,478.111126168,1,0,0,0,1,0
1657,N-Methyltyramine sulfate,Miscellaneous exposures,,Single,,,,,,,CNCCC1=CC=C(OS(O)(=O)=O)C=C1,C9H13NO4S,"InChI=1S/C9H13NO4S/c1-10-7-6-8-2-4-9(5-3-8)14-15(11,12)13/h2-5,10H,6-7H2,1H3,(H,11,12,13)",CXXUTRUDZSJLCI-UHFFFAOYSA-N,231.27,231.056529077,1,0,0,0,1,0
1619,Naringenin 7-glucuronide,Flavanones,Naringenin 7-O-glucuronide; Naringenin 7-O-beta-D-glucuronide,Single,,,51136360,132835,FDB029931,HMDB41761,O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O,C21H20O11,"InChI=1S/C21H20O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)/t13?,16-,17-,18+,19-,21+/m0/s1",BDCRTIDKZGEVEN-DNPGXZAYSA-N,448.3769,448.100561482,1,0,0,0,1,0
1620,Tartaric acid,Miscellaneous exposures,"D-Tartaric acid; D-(-)-Tartaric acid; D-(S,S)-(-)-Tartaric acid; D-Threaric acid",Single,Tartaric acid is chiral. The naturally occurring form of the acid is dextrotartaric acid or D-(-)-tartaric acid.,147-71-7,439655,15672,FDB001110,HMDB29878,O[C@@H]([C@H](O)C(O)=O)C(O)=O,C4H6O6,"InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m0/s1",FEWJPZIEWOKRBE-LWMBPPNESA-N,150.0868,150.016437924,2,0,0,0,2,0
1740,HHPAA sulfate,Benzoxazinoids,2-Hydroxy-N-(2-hydroxyphenyl) acetamide sulfate; Hydroxyhydroxyphenyl acetamide sulfate,Single,"HHPAA substituted with sulfate. HHPAA is a transformation product of the benzoxazinoid HBOA, found in cereal grains and bakery products.",,,,,,OCC(=O)NC1=C(OS(O)(=O)=O)C=CC=C1,C8H9NO6S,"InChI=1S/C8H9NO6S/c10-5-8(11)9-6-3-1-2-4-7(6)15-16(12,13)14/h1-4,10H,5H2,(H,9,11)(H,12,13,14)",DJBPGIGCPUYIGS-UHFFFAOYSA-N,247.22,247.015058188,1,0,1,2,1,0
1676,"3,5-DHPPA sulfate",Alkylresorcinols,"DHPPA sulfate; 3-(3,5-Dihydroxyphenyl) propanoic acid sulfate; Dihydroxyphenylpropionic acid 3-sulfate; Dihydroxyphenylpropionic acid sulfate",Single,"Sulfate of DHPPA, an alkylresorcinol metabolite.",,,,,HMDB61117,OC(=O)CCC1=CC(O)=CC(OS(O)(=O)=O)=C1,C9H10O7S,"InChI=1S/C9H10O7S/c10-7-3-6(1-2-9(11)12)4-8(5-7)16-17(13,14)15/h3-5,10H,1-2H2,(H,11,12)(H,13,14,15)",QAWYVDUSIDSFJS-UHFFFAOYSA-N,262.23,262.014723836,1,0,1,2,1,0
1773,Caffeic acid sulfate,Phenolic acids,Caffeic acid 3/4-sulfate,Combined,Undefined chemical structure. Caffeic acid substituted with sulfate at unknown position (2 possibilities).,,,,,,,,,,,,2,0,1,3,2,0
1742,HPAA sulfate,Benzoxazinoids,N-(2-Hydroxyphenyl) acetamide sulfate; Hydroxyphenyl acetamide sulfate,Single,"HPAA substituted with sulfate. HPAA is a transformation product of the benzoxazinoids, found in cereal grains and bakery products.",,,,,,CC(=O)NC1=CC=CC=C1OS(O)(=O)=O,C8H9NO5S,"InChI=1S/C8H9NO5S/c1-6(10)9-7-4-2-3-5-8(7)14-15(11,12)13/h2-5H,1H3,(H,9,10)(H,11,12,13)",JCVGTUVGDOWZJE-UHFFFAOYSA-N,231.22,231.020143568,1,0,1,2,1,0
1594,Pimelic acid,Fatty acids,"Heptanedioic acid; Heptane-1,7-dioic acid",Single,,111-16-0,385,30531,FDB022283,HMDB00857,OC(=O)CCCCCC(O)=O,C7H12O4,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)",WLJVNTCWHIRURA-UHFFFAOYSA-N,160.1678,160.073558872,1,0,1,2,1,0
1674,HHPAA,Benzoxazinoids,2-Hydroxy-N-(2-hydroxyphenyl) acetamide; Hydroxyhydroxyphenyl acetamide,Single,"HHPAA is a transformation product of the benzoxazinoid HBOA, found in cereal grains and bakery products (Adhikari 2015, pmid:25600612).",,,,,,OCC(=O)NC1=C(O)C=CC=C1,C8H9NO3,"InChI=1S/C8H9NO3/c10-5-8(12)9-6-3-1-2-4-7(6)11/h1-4,10-11H,5H2,(H,9,12)",OYHOCUAXXOWENX-UHFFFAOYSA-N,167.164,167.058243154,2,0,1,2,2,0
1591,3-Indole carboxylic acid glucuronide,Amino acids and derivatives,3-Indoleformate glucuronide,Single,,,53481645,68486,FDB029324,HMDB13189,O[C@@H]1[C@@H](O)[C@H](OC(=O)C2=CNC3=CC=CC=C23)OC([C@H]1O)C(O)=O,C15H15NO8,"InChI=1S/C15H15NO8/c17-9-10(18)12(13(20)21)23-15(11(9)19)24-14(22)7-5-16-8-4-2-1-3-6(7)8/h1-5,9-12,15-19H,(H,20,21)/t9-,10-,11+,12?,15-/m0/s1",BDNWJTRKUBXAGH-DOVARBIBSA-N,337.2815,337.079766461,2,0,0,0,2,0
1661,Hydroxyindole acetic acid sulfate,Amino acids and derivatives,5-Hydroxyindole-3-acetic acid sulfate; 5-HIAA sulfate,Single,"Derivative of 5-HIAA, main serotonin metabolite.",,,,,,OC(=O)CC1=CNC2=C1C=C(OS(O)(=O)=O)C=C2,C10H9NO6S,"InChI=1S/C10H9NO6S/c12-10(13)3-6-5-11-9-2-1-7(4-8(6)9)17-18(14,15)16/h1-2,4-5,11H,3H2,(H,12,13)(H,14,15,16)",SMFLXJXCEKSSSB-UHFFFAOYSA-N,271.24,271.015058188,1,0,0,0,1,0
1663,N-Acetylserotonin sulfate,Amino acids and derivatives,N-Acetyl-5-hydroxytryptamine sulfate; 5-(Sulfooxy)-N-acetylserotonin,Single,,,45479248,,,HMDB60834,CC(=O)NCCC1=CNC2=C1C=C(OS(O)(=O)=O)C=C2,C12H14N2O5S,"InChI=1S/C12H14N2O5S/c1-8(15)13-5-4-9-7-14-12-3-2-10(6-11(9)12)19-20(16,17)18/h2-3,6-7,14H,4-5H2,1H3,(H,13,15)(H,16,17,18)",UCAJZNVFRVLULS-UHFFFAOYSA-N,298.315,298.062342258,1,0,0,0,1,0
1664,"10-Hydroxy-decene-4,6-diynoic acid sulfate",Fatty acids,,Combined,"Undefined chemical structure. Several structural isomers and stereoisomers are possible (Tulipani 2011, pmid:21905751).",,,,,,,,,,,,1,0,0,0,1,0
1778,Urolithin A glucuronide,Ellagitannins,Urolithin A 3/8-glucuronide,Combined,Undefined chemical structure. Urolithin A substituted with glucuronide at unkown position (2 possibilities). Urolithins are microflora human metabolites of dietary ellagic acid derivatives such as ellagitannins.,,,,,,,,,,,,1,0,0,0,1,0
1743,Urolithin A sulfoglucuronide,Ellagitannins,Urolithin A 3/8-sulfoglucuronide,Combined,Undefined chemical structure. Urolithin A substituted with sulfoglucuronide at unkown position (2 possibilities). Urolithins are microflora human metabolites of dietary ellagic acid derivatives such as ellagitannins.,,,,,,,,,,,,1,0,0,0,1,0
1666,Tridecadienoic/Tridecynoic acid glucuronide,Fatty acids,,Combined,Undefined chemical structure. A C13 with two double bonds or a C13 with one triple bond.,,,,,,,,,,,,1,0,0,0,1,0
1665,Urolithin B 3-glucuronide,Ellagitannins,Urolithin B 3-O-glucuronide; Urolithin B glucuronide,Single,Urolithins are microflora human metabolites of dietary ellagic acid derivatives such as ellagitannins.,,101495881,88848,FDB029962,HMDB41787,O[C@@H]1[C@@H](O)[C@H](OC2=CC3=C(C=C2)C2=CC=CC=C2C(=O)O3)O[C@@H]([C@H]1O)C(O)=O,C19H16O9,"InChI=1S/C19H16O9/c20-13-14(21)16(17(23)24)28-19(15(13)22)26-8-5-6-10-9-3-1-2-4-11(9)18(25)27-12(10)7-8/h1-7,13-16,19-22H,(H,23,24)/t13-,14-,15+,16-,19+/m0/s1",MHBWCULXQBVPQT-KSPMYQCISA-N,388.3249,388.07943211,1,0,0,0,1,0
1667,Urolithin A sulfate,Ellagitannins,Urolithin A 3/8-sulfate,Combined,Undefined chemical structure. Urolithin A substituted with sulfate at unkown position (2 possibilities). Urolithins are microflora human metabolites of dietary ellagic acid derivatives such as ellagitannins.,,,,,,,,,,,,1,0,0,0,1,0
1541,Combined biomarker,Miscellaneous exposures,,Combined,This item is used for combined biomarker models described in metabolomic associations.,,,,,,,,,,,,3,0,0,0,3,0
1565,Dihydroferulic acid sulfate,Phenolic acids,Dihydroferulic acid 4-sulfate,Single,,86321-33-7,187489,,FDB029890,HMDB41724,COC1=C(OS(O)(=O)=O)C=CC(CCC(O)=O)=C1,C10H12O7S,"InChI=1S/C10H12O7S/c1-16-9-6-7(3-5-10(11)12)2-4-8(9)17-18(13,14)15/h2,4,6H,3,5H2,1H3,(H,11,12)(H,13,14,15)",UMCDODPBPQMWQP-UHFFFAOYSA-N,276.263,276.030373428,2,0,0,1,2,0
1571,Guaiacol glucuronide,Miscellaneous exposures,2-Methoxyphenyl glucuronide; o-Methoxyphenyl glucuronide; o-Methylcatechol glucuronide,Single,,,,,,,COC1=CC=CC=C1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,C13H16O8,"InChI=1S/C13H16O8/c1-19-6-4-2-3-5-7(6)20-13-10(16)8(14)9(15)11(21-13)12(17)18/h2-5,8-11,13-16H,1H3,(H,17,18)/t8-,9-,10+,11-,13+/m0/s1",BVGHUFFNGDIDBF-XPORZQOISA-N,300.263,300.084517475,1,0,0,1,1,0
1745,Feruloylquinic acid,Phenolic acids,,Combined,Undefined chemical structure. Quinic acid substituted with ferulic acid at unknown position (3 possibilities).,,,,,,,,,,,,1,0,0,1,1,0
1772,Ferulic acid sulfate,Phenolic acids,Ferulic acid 4-sulfate,Single,,86321-29-1,6305574,133508,FDB029900,HMDB29200,COC1=C(OS(O)(=O)=O)C=CC(\C=C\C(O)=O)=C1,C10H10O7S,"InChI=1S/C10H10O7S/c1-16-9-6-7(3-5-10(11)12)2-4-8(9)17-18(13,14)15/h2-6H,1H3,(H,11,12)(H,13,14,15)/b5-3+",PZPATWACAAOHTJ-HWKANZROSA-N,274.247,274.014723364,1,0,0,1,1,0
1570,Feruloylquinic acid glucuronide,Phenolic acids,,Combined,Undefined chemical structure. Quinic acid substituted with ferulic acid (3 possibilities) and glucuronide (2 possibilities) at unknown positions.,,,,,,,,,,,,1,0,0,1,1,0
1746,p-Coumaric acid sulfate,Phenolic acids,p-Coumaric acid 4-sulfate,Single,,,,,,,OC(=O)\C=C\C1=CC=C(OS(O)(=O)=O)C=C1,C9H8O6S,"InChI=1S/C9H8O6S/c10-9(11)6-3-7-1-4-8(5-2-7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)/b6-3+",OYDCCWNLILCHDJ-ZZXKWVIFSA-N,244.22,244.004159152,1,0,0,1,1,0
1771,Ferulic acid glucuronide,Phenolic acids,Ferulic acid 4-glucuronide,Single,,86321-24-6,6443140,,FDB029899,HMDB41733,COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=CC(\C=C\C(O)=O)=C1,C16H18O10,"InChI=1S/C16H18O10/c1-24-9-6-7(3-5-10(17)18)2-4-8(9)25-16-13(21)11(19)12(20)14(26-16)15(22)23/h2-6,11-14,16,19-21H,1H3,(H,17,18)(H,22,23)/b5-3+/t11-,12-,13+,14-,16+/m0/s1",TWSIWBHKRJLZCF-MBAOVNHDSA-N,370.3081,370.089996796,1,0,0,1,1,0
1774,Hydroxyhippuric acid,Amino acids and derivatives,3/4-Hydroxyhippuric acid,Combined,Undefined chemical structure. Hippuric acid hydroxylated at unknown position.,,,,,,,,,,,,2,0,0,1,2,0
1775,Dihydrocaffeic acid sulfate,Miscellaneous exposures,Dihydrocaffeic acid 3/4-sulfate,Combined,Undefined chemical structure. Dihydrocaffeic acid substituted with sulfate at unknown position (2 possibilities).,,,,,,,,,,,,1,0,0,1,1,0
1574,m-Coumaric acid sulfate,Phenolic acids,m-Coumaric acid 3-sulfate,Single,,,,,,,OC(=O)\C=C\C1=CC(OS(O)(=O)=O)=CC=C1,C9H8O6S,"InChI=1S/C9H8O6S/c10-9(11)5-4-7-2-1-3-8(6-7)15-16(12,13)14/h1-6H,(H,10,11)(H,12,13,14)/b5-4+",YPXHXDXMTWPQTO-SNAWJCMRSA-N,244.22,244.004159152,1,0,0,1,1,0
1542,p-Hydroxyphenyllactic acid,Phenolic acids,2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid; 3-(4-Hydroxyphenyl)lactic acid; 4-Hydroxyphenyllactic acid; 3-(4-Hydroxyphenyl)lactate,Single,,306-23-0,9378,17385,,HMDB00755,OC(CC1=CC=C(O)C=C1)C(O)=O,C9H10O4,"InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)",JVGVDSSUAVXRDY-UHFFFAOYSA-N,182.1733,182.057908808,2,0,0,1,2,0
1548,Guaiacol sulfate,Miscellaneous exposures,2-Methoxyphenyl sulfate,Single,,3233-59-8,22473,133460,,HMDB60013,COC1=CC=CC=C1OS(O)(=O)=O,C7H8O5S,"InChI=1S/C7H8O5S/c1-11-6-4-2-3-5-7(6)12-13(8,9)10/h2-5H,1H3,(H,8,9,10)",AQTYXAPIHMXAAV-UHFFFAOYSA-N,204.2,204.009244056,1,0,0,1,1,0
1566,Ethylcatechol glucuronide,Catechols,,Combined,Undefined chemical structure. Catechol substituted with ethyl (2 possibilities) and glucuronide (2 possibilities) at unknown positions.,,,,,,,,,,,,1,0,0,1,1,0
1747,Gallic acid ethyl ester sulfate,Phenolic acids,Ethyl gallate sulfate,Combined,Undefined chemical structure. Gallic acid ethyl ester substituted with sulfate at unkown position (2 possibilities).,,,,,,,,,,,,1,0,0,1,1,0
1668,Hydroxytyrosol sulfate,Tyrosols,,Combined,Undefined chemical structure. Hydroxytyrosol substituted with sulfate at unkown position (2 possibilities).,,,,,,,,,,,,1,0,0,1,1,0
1669,Dihydroresveratrol glucuronide,Miscellaneous exposures,,Combined,Undefined chemical structure. Dihydroresveratrol substituted with glucuronide at unknown position (3 possibilities).,,,,,,,,,,,,1,0,0,1,1,0
1670,Syringic acid sulfate,Phenolic acids,Syringic acid 4-sulfate,Single,,,,,,,COC1=CC(=CC(OC)=C1OS(O)(=O)=O)C(O)=O,C9H10O8S,"InChI=1S/C9H10O8S/c1-15-6-3-5(9(10)11)4-7(16-2)8(6)17-18(12,13)14/h3-4H,1-2H3,(H,10,11)(H,12,13,14)",RUXRRHGJTRVOSL-UHFFFAOYSA-N,278.23,278.009638456,1,0,0,1,1,0
1671,Naringenin glucuronide,Flavanones,,Combined,Undefined chemical structure. Naringenin substituted with glucuronide at unkown position (3 possibilities).,,,,,,,,,,,,2,0,0,1,3,0
1748,Hesperetin glucuronide sulfate,Flavanones,,Combined,Undefined chemical structure. Hesperetin substituted with glucuronide and sulfate at unkown positions (several possibilities).,,,,,,,,,,,,1,0,0,1,1,0
1776,Methylgallic acid sulfate,Phenolic acids,,Combined,Undefined chemical structure. Gallic acid methylated (2 possibilities) and substituted with sulfate (3 possibilities) at unknown positions.,,,,,,,,,,,,1,0,0,2,2,0
1625,Dihydroxyphenyl-gamma-valerolactone sulfate,Proanthocyanidins,,Combined,"Undefined chemical structure. Dihydroxyphenyl-gamma-valerolactone substituted with sulfate at unknown position (2 possibilities). 5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone (DHPV) reported to be the major microbial metabolite of proanthocyanidins.",,,,,,,,,,,,1,0,0,2,2,0
1662,Pyrogallol sulfate,Miscellaneous exposures,Pyrogallol 1/2-sulfate,Combined,"Undefined chemical structure. Pyrogallol (1,2,3-Trihydroxybenzene) substituted with sulfate at unknown position (2 possibilities).",,,,,,,,,,,,1,0,0,1,1,0
1782,Hydroxyphenylvaleric acid glucuronide,Phenolic acids,,Combined,Undefined chemical structure.,,,,,,,,,,,,1,0,0,1,1,0
1688,Methyl(epi)catechin sulfate,Flavanols,,Combined,Undefined chemical structure.,,,,,,,,,,,,2,0,0,3,4,0
1626,Phloretin glucuronide,Dihydrochalcones,,Combined,"Undefined chemical structure. Phloretin substituted with glucuronide at unknown position. Phloretin 2-glucuronide is well known, but others are possible too.",,,,,,,,,,,,1,0,0,1,1,0
1749,"4-Hydroxy-(3',4'-dihydroxyphenyl)valeric acid sulfate",Phenolic acids,,Combined,"Undefined chemical structure. 4-Hydroxy-(3',4'-dihydroxyphenyl)valeric acid substituted with sulfate at unknown position (several possibilities).",,,,,,,,,,,,1,0,0,1,1,0
1750,Dihydroxyphenyl-gamma-valerolactone glucuronide,Proanthocyanidins,,Combined,"Undefined chemical structure. Dihydroxyphenyl-gamma-valerolactone substituted with glucuronide at unknown position (2 possibilities). 5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone (DHPV) reported to be the major microbial metabolite of proanthocyanidins.",,,,,,,,,,,,1,0,0,2,2,0
1622,Vanillic acid sulfate,Phenolic acids,Vanillic acid 4-sulfate; Vanillic acid 4-O-sulfate,Single,,,382946,88847,FDB029964,HMDB41788,COC1=C(OS(O)(=O)=O)C=CC(=C1)C(O)=O,C8H8O7S,"InChI=1S/C8H8O7S/c1-14-7-4-5(8(9)10)2-3-6(7)15-16(11,12)13/h2-4H,1H3,(H,9,10)(H,11,12,13)",TXRKUXPAEPOCIX-UHFFFAOYSA-N,248.21,247.9990733,1,0,0,1,1,0
1564,Dihydroferulic acid glucuronide,Phenolic acids,Dihydroferulic acid 4-glucuronide,Single,,86321-28-0,190069,,FDB029889,HMDB41723,COC1=C(O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)C=CC(CCC(O)=O)=C1,C16H20O10,"InChI=1S/C16H20O10/c1-24-9-6-7(3-5-10(17)18)2-4-8(9)25-16-13(21)11(19)12(20)14(26-16)15(22)23/h2,4,6,11-14,16,19-21H,3,5H2,1H3,(H,17,18)(H,22,23)/t11-,12-,13+,14-,16+/m0/s1",KYERCTIKYSSKPA-JHZZJYKESA-N,372.324,372.10564686,1,0,0,1,1,0
1582,Trigonelline,Miscellaneous exposures,N-Methylnicotinate; N'-Methylnicotinate; 1-Methylnicotinate; Betaine nicotinate; Caffearine,Single,,535-83-1,5570,18123,,HMDB00875,C[N+]1=CC=CC(=C1)C([O-])=O,C7H7NO2,"InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3",WWNNZCOKKKDOPX-UHFFFAOYSA-N,137.136,137.047678473,5,0,1,5,5,1
1630,N-(2-Furoyl)glycine,Amino acids and derivatives,N-2-Furoyl-glycine; 2-Furoylglycine; Furoylglycine,Single,,5657-19-2,21863,82912,FDB022046,HMDB00439,OC(=O)CNC(=O)C1=CC=CO1,C7H7NO4,"InChI=1S/C7H7NO4/c9-6(10)4-8-7(11)5-2-1-3-12-5/h1-3H,4H2,(H,8,11)(H,9,10)",KSPQDMRTZZYQLM-UHFFFAOYSA-N,169.1348,169.037507717,3,0,0,4,4,0
1556,Catechol sulfate,Catechols,Pyrocatechol sulfate,Single,,4918-96-1,3083879,68505,,HMDB61713,OC1=CC=CC=C1OS(O)(=O)=O,C6H6O5S,"InChI=1S/C6H6O5S/c7-5-3-1-2-4-6(5)11-12(8,9)10/h1-4,7H,(H,8,9,10)",MZPWKJZDOCIALD-UHFFFAOYSA-N,190.174,189.993593992,4,0,0,3,4,0
1580,Theophylline,Methylxanthines,"1,3-Dimethylxanthine",Single,Structurally similar to caffeine and found in tea and cocoa.,58-55-9,2153,28177,FDB000453,HMDB01889,CN1C2=C(NC=N2)C(=O)N(C)C1=O,C7H8N4O2,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",ZFXYFBGIUFBOJW-UHFFFAOYSA-N,180.164,180.06472552,4,0,0,3,4,1
1559,cyclo(Leucyl-prolyl),Amino acids and derivatives,cyclo(Leu-Pro); cyclo(L-Leucyl-L-prolyl),Single,,2873-36-1,7074739,133094,FDB012611,HMDB34276,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,C11H18N2O2,"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)/t8-,9-/m0/s1",SZJNCZMRZAUNQT-IUCAKERBSA-N,210.277,210.136827828,3,0,0,2,3,0
1552,4-Vinylphenol sulfate,Miscellaneous exposures,4-Ethenylphenol sulfate; 4-Hydroxystyrene sulfate,Single,,,6426766,82931,,HMDB62775,OS(=O)(=O)OC1=CC=C(C=C)C=C1,C8H8O4S,"InChI=1S/C8H8O4S/c1-2-7-3-5-8(6-4-7)12-13(9,10)11/h2-6H,1H2,(H,9,10,11)",IETVQHUKTKKBFF-UHFFFAOYSA-N,200.21,200.014329912,3,0,0,3,3,0
1597,3-(3-Hydroxyphenyl)propanoic acid,Phenolic acids,3-(3-Hydroxyphenyl) propionate ; Dihydro-3-coumaric acid,Single,,621-54-5,91,1427,FDB021993,HMDB00375,OC(=O)CCC1=CC(O)=CC=C1,C9H10O3,"InChI=1S/C9H10O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-3,6,10H,4-5H2,(H,11,12)",QVWAEZJXDYOKEH-UHFFFAOYSA-N,166.1739,166.062994186,1,0,0,1,1,0
1553,Cinnamoylglycine,Amino acids and derivatives,N-Cinnamoylglycine; N-trans-Cinnamoylglycine,Single,,16534-24-0,709625,68616,FDB028325,HMDB11621,OC(=O)CNC(=O)\C=C\C1=CC=CC=C1,C11H11NO3,"InChI=1S/C11H11NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H,12,13)(H,14,15)/b7-6+",YAADMLWHGMUGQL-VOTSOKGWSA-N,205.2099,205.073893223,1,0,0,1,1,0
1677,1-Docosahexaenoyl-sn-glycero-3-phosphocholine (PC(22:6/0:0)),Glycerophospholipids,"Docosahexaenoylglycerophosphocholine ; 1-Docosahexaenoylglycerophosphocholine ; 1-(4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoyl)-sn-glycero-3-phosphocholine ; lysoPC(22:6)",Single,Isomer of lysoPhosphatidylcholine acyl C22:6.,,10415542,73873,FDB027555,HMDB10404,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C,C30H50NO7P,"InChI=1S/C30H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,29,32H,5,8,11,14,17,20,23-28H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1",LSOWKZULVQWMLY-APPDJCNMSA-N,567.6943,567.332489471,2,0,0,1,5,0
1629,10-Undecenoic acid (11:1n1),MUFA,10-Undecenoate (11:1n–1) ; 10-Undecenoate; Undecylenic acid,Single,,112-38-9,5634,35045,FDB011844,HMDB33724,OC(=O)CCCCCCCCC=C,C11H20O2,"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2H,1,3-10H2,(H,12,13)",FRPZMMHWLSIFAZ-UHFFFAOYSA-N,184.2753,184.146329884,2,0,0,1,2,0
1631,16-Hydroxypalmitic acid,SFA,16-Hydroxypalmitate ; 16-Hydroxyhexadecanoic acid; 16-OH 16:0; omega-Hydroxypalmitic acid; Juniperic acid,Single,,506-13-8,10466,55328,FDB023882,HMDB06294,OCCCCCCCCCCCCCCCC(O)=O,C16H32O3,"InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)",UGAGPNKCDRTDHP-UHFFFAOYSA-N,272.4235,272.23514489,1,0,1,2,2,0
